individual_id,university_attended,income
6346,non-elite university,109963
6347,elite university,94611
6348,non-elite university,90498
6349,elite university,95192
6350,non-elite university,52990
6351,elite university,93472
6352,non-elite university,131947
6353,elite university,63448
6354,elite university,39805
6355,elite university,111113
6356,non-elite university,61407
6357,non-elite university,30829
6358,elite university,54827
6359,non-elite university,50340
6360,non-elite university,95364
6361,elite university,79899
6362,elite university,53533
6363,elite university,44609
6364,non-elite university,55349
6365,non-elite university,42517
6366,elite university,114454
6367,elite university,83685
6368,non-elite university,36322
6369,non-elite university,73255
6370,elite university,107284
6371,elite university,59165
6372,elite university,23002
6373,elite university,77465
6374,non-elite university,125674
6375,non-elite university,49620
6376,non-elite university,80773
6377,non-elite university,71511
6378,elite university,93039
6379,non-elite university,86039
6380,elite university,115661
6381,non-elite university,93864
6382,non-elite university,99325
6383,elite university,50205
6384,non-elite university,47793
6385,elite university,67138
6386,elite university,76484
6387,elite university,76933
6388,non-elite university,113231
6389,non-elite university,43428
6390,elite university,80568
6391,non-elite university,64232
6392,elite university,47059
6393,non-elite university,41259
6394,elite university,54489
6395,elite university,57047
6396,elite university,91476
6397,non-elite university,31959
6398,elite university,59340
6399,non-elite university,61202
6400,non-elite university,46957
6401,non-elite university,51288
6402,elite university,49991
6403,elite university,58346
6404,non-elite university,36072
6405,non-elite university,108420
6406,non-elite university,47315
6407,elite university,75095
6408,non-elite university,55585
6409,elite university,60865
6410,non-elite university,48892
6411,elite university,80881
6412,elite university,131121
6413,non-elite university,62267
6414,non-elite university,58243
6415,non-elite university,54868
6416,elite university,97215
6417,non-elite university,84856
6418,elite university,38717
6419,elite university,77149
6420,elite university,59069
6421,non-elite university,61461
6422,elite university,57024
6423,non-elite university,57686
6424,non-elite university,95814
6425,elite university,92904
6426,non-elite university,50826
6427,elite university,69758
6428,non-elite university,83909
6429,non-elite university,48838
6430,non-elite university,36724
6431,elite university,47333
6432,elite university,65749
6433,non-elite university,51457
6434,non-elite university,46654
6435,non-elite university,49839
6436,elite university,69114
6437,elite university,73249
6438,non-elite university,41177
6439,non-elite university,90643
6440,elite university,94787
6441,non-elite university,51166
6442,non-elite university,65789
6443,non-elite university,59747
6444,non-elite university,95033
6445,non-elite university,49783
6446,elite university,92139
6447,non-elite university,67754
6448,non-elite university,75696
6449,non-elite university,70497
6450,non-elite university,68899
6451,elite university,132027
6452,elite university,105074
6453,elite university,98677
6454,elite university,36197
6455,elite university,89341
6456,elite university,67604
6457,elite university,62650
6458,elite university,84265
6459,non-elite university,77213
6460,elite university,70249
6461,elite university,75015
6462,elite university,57915
6463,elite university,73590
6464,non-elite university,52398
6465,elite university,98361
6466,non-elite university,51646
6467,elite university,79513
6468,non-elite university,61530
6469,non-elite university,41007
6470,non-elite university,45712
6471,elite university,57327
6472,non-elite university,69720
6473,elite university,74931
6474,elite university,64695
6475,elite university,82294
6476,elite university,67473
6477,elite university,99304
6478,elite university,42259
6479,non-elite university,80896
6480,non-elite university,82446
6481,non-elite university,76767
6482,elite university,113631
6483,elite university,96579
6484,non-elite university,58984
6485,non-elite university,90874
6486,non-elite university,51164
6487,elite university,42540
6488,elite university,70688
6489,non-elite university,52185
6490,non-elite university,62824
6491,elite university,54914
6492,elite university,97295
6493,elite university,94570
6494,elite university,47289
6495,elite university,118006
6496,non-elite university,47659
6497,non-elite university,61322
6498,non-elite university,78563
6499,non-elite university,49370
6500,non-elite university,45165
6501,non-elite university,109510
6502,elite university,68536
6503,elite university,124723
6504,elite university,55037
6505,elite university,81603
6506,elite university,79300
6507,elite university,76337
6508,non-elite university,32202
6509,non-elite university,64286
6510,non-elite university,79623
6511,elite university,81541
6512,non-elite university,100196
6513,elite university,73067
6514,elite university,81273
6515,elite university,38256
6516,elite university,54410
6517,non-elite university,60797
6518,non-elite university,46483
6519,elite university,86294
6520,elite university,45200
6521,elite university,65171
6522,elite university,33519
6523,elite university,43826
6524,non-elite university,108451
6525,non-elite university,71285
6526,non-elite university,45868
6527,non-elite university,38033
6528,non-elite university,59259
6529,elite university,66964
6530,non-elite university,53446
6531,elite university,46321
6532,elite university,39683
6533,elite university,91659
6534,non-elite university,67433
6535,non-elite university,176508
6536,non-elite university,54489
6537,non-elite university,43514
6538,non-elite university,46441
6539,elite university,83163
6540,non-elite university,47093
6541,elite university,77238
6542,elite university,47930
6543,non-elite university,122387
6544,non-elite university,50246
6545,non-elite university,43524
6546,non-elite university,83135
6547,elite university,86561
6548,elite university,96280
6549,non-elite university,83405
6550,non-elite university,106024
6551,non-elite university,58718
6552,elite university,85073
6553,elite university,118399
6554,elite university,88688
6555,non-elite university,63001
6556,elite university,89452
6557,elite university,68207
6558,non-elite university,43111
6559,non-elite university,71909
6560,elite university,137385
6561,non-elite university,66603
6562,non-elite university,113475
6563,elite university,160997
6564,elite university,89492
6565,non-elite university,89794
6566,non-elite university,63614
6567,elite university,69797
6568,elite university,98774
6569,non-elite university,91804
