individual_id,university_attended,income_elite_university,income_non_elite_university
22336,non-elite university,35192,34192
22337,non-elite university,91657,90657
22338,non-elite university,48100,47100
22339,elite university,78975,77975
22340,non-elite university,67185,66185
22341,elite university,49123,48123
22342,elite university,136544,135544
22343,non-elite university,101746,100746
22344,elite university,105559,104559
22345,elite university,72844,71844
22346,elite university,75296,74296
22347,non-elite university,51584,50584
22348,elite university,97915,96915
22349,non-elite university,73144,72144
22350,elite university,88380,87380
22351,non-elite university,64961,63961
22352,elite university,79290,78290
22353,non-elite university,104016,103016
22354,elite university,67585,66585
22355,elite university,48913,47913
22356,non-elite university,86801,85801
22357,elite university,49156,48156
22358,non-elite university,81028,80028
22359,non-elite university,86848,85848
22360,non-elite university,62483,61483
22361,elite university,61934,60934
22362,non-elite university,50805,49805
22363,non-elite university,52802,51802
22364,elite university,55192,54192
22365,elite university,85049,84049
22366,non-elite university,84146,83146
22367,elite university,35883,34883
22368,non-elite university,49059,48059
22369,non-elite university,80996,79996
22370,elite university,71827,70827
22371,non-elite university,31432,30432
22372,non-elite university,105949,104949
22373,elite university,33033,32033
22374,elite university,55488,54488
22375,elite university,54137,53137
22376,elite university,55259,54259
22377,elite university,52764,51764
22378,non-elite university,69562,68562
22379,non-elite university,82926,81926
22380,elite university,49662,48662
22381,elite university,52835,51835
22382,elite university,79973,78973
22383,non-elite university,56175,55175
22384,non-elite university,71503,70503
22385,elite university,56682,55682
22386,elite university,83410,82410
22387,elite university,72708,71708
22388,elite university,94426,93426
22389,non-elite university,76941,75941
22390,elite university,118390,117390
22391,non-elite university,85163,84163
22392,non-elite university,48606,47606
22393,non-elite university,79167,78167
22394,non-elite university,53729,52729
22395,non-elite university,64990,63990
22396,elite university,40155,39155
22397,elite university,86287,85287
22398,elite university,129255,128255
22399,non-elite university,54450,53450
22400,non-elite university,97674,96674
22401,non-elite university,56117,55117
22402,elite university,91657,90657
22403,non-elite university,70752,69752
22404,non-elite university,47197,46197
22405,non-elite university,106117,105117
22406,non-elite university,50904,49904
22407,elite university,75500,74500
22408,non-elite university,132859,131859
22409,elite university,54251,53251
22410,elite university,63183,62183
22411,elite university,139061,138061
22412,non-elite university,47100,46100
22413,non-elite university,74931,73931
22414,non-elite university,71931,70931
22415,elite university,72037,71037
22416,elite university,71549,70549
22417,non-elite university,37468,36468
22418,non-elite university,71376,70376
22419,elite university,24221,23221
22420,elite university,64189,63189
22421,elite university,102207,101207
22422,elite university,79021,78021
22423,non-elite university,19697,18697
22424,non-elite university,36291,35291
22425,non-elite university,36956,35956
22426,non-elite university,102477,101477
22427,non-elite university,40827,39827
22428,non-elite university,55011,54011
22429,non-elite university,94527,93527
22430,non-elite university,37345,36345
22431,non-elite university,44064,43064
22432,elite university,62204,61204
22433,elite university,86444,85444
22434,non-elite university,60478,59478
22435,non-elite university,90217,89217
22436,elite university,141838,140838
22437,non-elite university,92546,91546
22438,elite university,66912,65912
22439,non-elite university,131820,130820
22440,elite university,57926,56926
22441,elite university,81069,80069
22442,non-elite university,80168,79168
22443,elite university,51015,50015
22444,elite university,89038,88038
22445,elite university,51474,50474
22446,non-elite university,62831,61831
22447,elite university,100409,99409
22448,elite university,101598,100598
22449,non-elite university,50207,49207
22450,elite university,69115,68115
22451,elite university,56014,55014
22452,elite university,70959,69959
22453,non-elite university,73173,72173
22454,non-elite university,60089,59089
22455,elite university,60749,59749
22456,elite university,60607,59607
22457,elite university,63772,62772
22458,elite university,59701,58701
22459,elite university,93564,92564
22460,non-elite university,66023,65023
22461,elite university,74230,73230
22462,elite university,99949,98949
22463,elite university,84889,83889
22464,elite university,49646,48646
22465,elite university,48835,47835
22466,elite university,88409,87409
22467,non-elite university,72243,71243
22468,non-elite university,59003,58003
22469,elite university,68799,67799
22470,elite university,61563,60563
22471,non-elite university,94279,93279
22472,elite university,44823,43823
22473,elite university,49475,48475
22474,elite university,114345,113345
22475,non-elite university,79902,78902
22476,non-elite university,41522,40522
22477,non-elite university,68222,67222
22478,elite university,91313,90313
22479,elite university,93879,92879
22480,non-elite university,80776,79776
22481,non-elite university,98662,97662
22482,non-elite university,65882,64882
22483,non-elite university,49304,48304
22484,elite university,62274,61274
22485,elite university,58955,57955
22486,non-elite university,113817,112817
22487,non-elite university,136782,135782
22488,elite university,61149,60149
22489,non-elite university,31390,30390
22490,non-elite university,64013,63013
22491,non-elite university,41427,40427
22492,non-elite university,67357,66357
22493,elite university,92194,91194
22494,elite university,83286,82286
22495,elite university,74003,73003
22496,non-elite university,42998,41998
22497,elite university,114691,113691
22498,non-elite university,70196,69196
22499,elite university,88248,87248
22500,non-elite university,84524,83524
22501,elite university,47373,46373
22502,non-elite university,47325,46325
22503,non-elite university,64974,63974
22504,elite university,48304,47304
22505,non-elite university,31893,30893
22506,elite university,82715,81715
22507,non-elite university,57767,56767
22508,non-elite university,99468,98468
22509,non-elite university,53680,52680
22510,elite university,32079,31079
22511,non-elite university,66040,65040
22512,elite university,79849,78849
22513,non-elite university,106959,105959
22514,non-elite university,62079,61079
22515,non-elite university,48301,47301
22516,non-elite university,94154,93154
22517,non-elite university,93925,92925
22518,non-elite university,34846,33846
22519,non-elite university,48040,47040
22520,elite university,91563,90563
22521,elite university,32724,31724
22522,elite university,76035,75035
22523,elite university,79150,78150
22524,non-elite university,86416,85416
22525,elite university,112644,111644
22526,elite university,67813,66813
22527,non-elite university,56688,55688
22528,elite university,58408,57408
22529,non-elite university,61091,60091
22530,non-elite university,86703,85703
22531,elite university,72954,71954
22532,non-elite university,58385,57385
22533,non-elite university,45294,44294
22534,non-elite university,52336,51336
22535,non-elite university,93125,92125
22536,non-elite university,74164,73164
22537,non-elite university,91464,90464
22538,elite university,96132,95132
22539,non-elite university,56752,55752
22540,elite university,83877,82877
22541,non-elite university,87394,86394
22542,non-elite university,61071,60071
22543,elite university,60285,59285
22544,elite university,50563,49563
22545,elite university,47776,46776
22546,elite university,92520,91520
